,person_id,name,occupation,coordinates,year,event_role
49696,P09923,Gabriel Schöni,,POINT(2611262.39652061 1267485.6508738901),1540,start
49697,P09923,Gabriel Schöni,gremper,POINT(2611174.3714375608 1267400.2957683806),1563,present
49698,P09923,Gabriel Schön,gremper,POINT(2611174.3714375608 1267400.2957683806),1569,present
49699,P09923,Gabriel Schon,gremper,POINT(2611279.0292595644 1267654.4913617866),1570,present
49700,P09923,Gabriel Schöni,gremper,POINT(2611262.39652061 1267485.6508738901),1577,present
49701,P09923,Gabriel Schön,gremper,POINT(2611174.3714375608 1267400.2957683806),1578,present
49702,P09923,Gabriel Schöni,gremper,POINT(2611174.3714375608 1267400.2957683806),1583,end
49703,P09924,Lienhard Bientz,,POINT(2611314.3037807583 1266939.698746691),1610,start
49704,P09924,Lienhard Bientz,,POINT(2611310.623863726 1266929.6947085727),1610,present
49705,P09924,Lienhard Bientz,,POINT(2611312.8616201268 1266934.9788222415),1610,end
49706,P09925,Sammelwäber Hirss,,POINT(2611314.3037807583 1266939.698746691),1610,start
49707,P09925,Sammelwäber Hirss,,POINT(2611317.293570048 1266951.7439571903),1610,present
49708,P09925,"Sammelwäber , Hirss",,POINT(2610994.2891264027 1268081.3113505715),1610,end
49709,P09926,Herman Gugenhart,,POINT(2611140.2691045646 1267515.0926341955),1424,start
49710,P09926,herman Gugenhart,,POINT(2610791.9780890755 1267340.5651798341),1433,end
49711,P09927,Heinrich Morhard,schmied,POINT(2610757.6781042297 1267461.706719739),1609,start
49712,P09927,Heinrich Morhard,schmied,POINT(2610821.2930215667 1267420.8252988998),1610,present
49713,P09927,Heinrich Morhard,schmied,POINT(2610819.484858972 1267422.7683655187),1610,present
49714,P09927,Heinrich Morhard,schmied,POINT(2610825.044637017 1267418.3737471856),1618,end
49715,P09928,Hanss Pfaff,,POINT(2610821.2930215667 1267420.8252988998),1610,start
49716,P09928,Hanss Pfaff,,POINT(2610835.7040330325 1267414.3845136855),1610,present
49717,P09928,Hanss Pfaff,,POINT(2611151.016096708 1267475.617722887),1617,present
49718,P09928,Hanss Pfaff,,POINT(2610825.044637017 1267418.3737471856),1618,end
49719,P09929,Balthasar Knüttel,schuhmacher,POINT(2611196.739533496 1267567.5146212203),1542,start
49720,P09929,Balthasar Knüttel,schuhmacher,POINT(2611201.7641595653 1267569.2032709983),1550,end
49721,P09930,Petter Langhaus,,POINT(2611073.261248225 1267947.846420713),1558,start
49722,P09930,Petter Langhaus,passamenter,POINT(2611036.8631090415 1268007.1857858407),1611,end
49723,P09931,Rathsherr Zinses,,POINT(2611181.625085512 1267786.258521942),1610,start
49724,P09931,Rathsherr Zinses,,POINT(2611179.436419678 1267790.04692584),1619,end
49725,P09932,Petter Hanss,sattler,POINT(2611181.625085512 1267786.258521942),1610,start
49726,P09932,Peter Hanss,sattler,POINT(2611179.436419678 1267790.04692584),1619,end
49727,P09933,Martin Schöllins,,POINT(2611873.3548025955 1266852.6137728435),1534,start
49728,P09933,Martin Schöllins,,POINT(2611906.792649891 1266939.1059839737),1534,present
49729,P09933,Martin Schöllins,,POINT(2611665.514037721 1266864.1162016455),1562,present
49730,P09933,Martin Schöllins,,POINT(2611665.514037721 1266864.1162016455),1567,present
49731,P09933,Martin Schöllins,,POINT(2611662.6879969384 1266867.400184311),1578,end
49732,P09934,Hanns Heinrichs,,POINT(2611331.3787300354 1267518.5949001987),1515,start
49733,P09934,Hanns Heinrichs,,POINT(2611482.241518258 1267185.482187923),1525,end
49734,P09935,Margreth Bartenschlag,,POINT(2611541.473860773 1267715.2878029507),1663,start
49735,P09935,Margreth Bartenschlagin,,POINT(2611548.5890823337 1267706.6373432595),1667,end
49736,P09936,Jacob Fierri,,POINT(2611618.7166409856 1267647.6171179414),1626,start
49737,P09936,Jacob Fierri,rotgerber,POINT(2611271.382078675 1267359.0147554334),1650,present
49738,P09936,Jacob Fierry,rotgerber,POINT(2611548.5890823337 1267706.6373432595),1667,end
49739,P09937,Margreth Oserin,,POINT(2611234.978746715 1267336.3921533432),1634,start
49740,P09937,Margreth Oserin,,POINT(2611495.0378387277 1267876.4298408998),1688,end
49741,P09938,Hanns Georg Euler,strehlmacher,POINT(2611136.6702240696 1267364.745821279),1615,start
49742,P09938,Hanns Georg Eyler,strehlmacher,POINT(2611234.978746715 1267336.3921533432),1634,present
49743,P09938,Hans Georg Eyler,strehlmacher,POINT(2611533.4612204656 1266950.4306402847),1661,present
49744,P09938,Hans Georg Eyler,strehlmacher,POINT(2611533.4612204656 1266950.4306402847),1667,end
49745,P09939,Ursula Imhoff,,POINT(2611201.3017767 1267333.7321466536),1628,start
49746,P09939,Ursula Imhoff,,POINT(2611234.978746715 1267336.3921533432),1634,end
49747,P09940,Peter Heinzlis,,POINT(2611165.352436158 1267391.988798749),1429,start
49748,P09940,Peter Heinzlis,,POINT(2611342.0291606835 1266978.2774305167),1444,present
49749,P09940,Peter Heintzlin,metzger,POINT(2611181.964075214 1267375.5398232238),1454,end
49750,P09941,Hansen Byschoffs,fuhrmann,POINT(2611684.3960080906 1266842.7887351713),1451,start
49751,P09941,Hannsen Bischoff,,POINT(2611257.0676359814 1267286.1778994165),1472,end
49752,P09942,Ludwig Winzun,säckler,POINT(2611167.674958042 1267497.737707485),1524,start
49753,P09942,Ludwig Winzum,säckler,POINT(2611251.8555217055 1267387.0244986294),1524,end
49754,P09943,Mathes Strub,,POINT(2611159.329525251 1267587.0540102161),1630,start
49755,P09943,Mathes Strub,,POINT(2611159.329525251 1267587.0540102161),1634,present
49756,P09943,Mathes Straub,reitsattler,POINT(2611159.329525251 1267587.0540102161),1641,present
49757,P09943,Mathes Straub,reitsattler,POINT(2611146.41957986 1267583.3468925369),1646,present
49758,P09943,Mathes Strub,reitsattler,POINT(2611159.329525251 1267587.0540102161),1661,end
49759,P09944,Hansen Gyger,messerschmied,POINT(2611241.4578582365 1267692.4560608082),1421,start
49760,P09944,Hans Gyger,messerschmied,POINT(2611236.478024299 1267712.8835428788),1422,end
49761,P09945,Peter Surlins,,POINT(2611050.0624419255 1267518.7289464436),1456,start
49762,P09945,Peter Surlins,,POINT(2610997.2704707375 1268040.7312058492),1463,end
49763,P09946,Conrat Frowlers,,POINT(2610749.06930124 1267824.134188296),1448,start
49764,P09946,Conrat Frowlers,,POINT(2610997.2704707375 1268040.7312058492),1463,end
49765,P09947,Ulrich Züricher,papiermacher,POINT(2610997.2704707375 1268040.7312058492),1463,start
49766,P09947,Ulrich zurcher,papiermacher,POINT(2612377.7718379702 1267092.292123658),1486,end
49767,P09948,Anna Rümlin,,POINT(2611011.12396619 1267360.652871609),1551,start
49768,P09948,Anna Rümlin,,POINT(2611181.9137503416 1267546.7982832657),1613,present
49769,P09948,Anna Rümlin,,POINT(2611357.9491635314 1267274.0302479854),1613,end
49770,P09949,Conrat Oberlin,büchsenschmied,POINT(2611131.423548036 1267679.789986291),1639,start
49771,P09949,Cunrad Oberlein,,POINT(2611128.051984066 1267682.1938552647),1653,present
49772,P09949,Conrad Oberlin,,POINT(2611131.423548036 1267679.789986291),1663,present
49773,P09949,Conrad Oberlin,soldat,POINT(2611131.423548036 1267679.789986291),1668,end
49774,P09950,Thoman Scherb,sattler,POINT(2611234.2453628946 1267436.4429830806),1503,start
49775,P09950,Thoman Scherb,sattler,POINT(2611146.054450622 1267603.36495127),1509,present
49776,P09950,Thoman Scherb,kürschner,POINT(2611146.054450622 1267603.36495127),1517,end
49777,P09951,Daniel München,,POINT(2611114.6155206067 1267796.2855753521),1583,start
49778,P09951,Daniel München,,POINT(2611697.302893574 1266829.965977363),1583,present
49779,P09951,Daniel München,,POINT(2611114.6155206067 1267796.2855753521),1588,present
49780,P09951,Daniel München,,POINT(2611114.6155206067 1267796.2855753521),1593,present
49781,P09951,Daniel München,,POINT(2611641.8667155546 1266873.300748954),1596,present
49782,P09951,Daniel München,schuhmacher,POINT(2611323.5190348476 1267165.3770234254),1611,end
49783,P09952,Bernhardt Branden,,POINT(2611126.503957464 1267781.9994884487),1558,start
49784,P09952,Bernhart Brand,,POINT(2610960.73083103 1268116.6485100123),1567,present
49785,P09952,Bernhart Brand,,POINT(2610960.73083103 1268116.6485100123),1570,present
49786,P09952,Bernhardt Branden,,POINT(2611124.4202796505 1267770.3500542627),1574,present
49787,P09952,Bernhardt Branden,,POINT(2611114.6155206067 1267796.2855753521),1588,present
49788,P09952,Bernhardt Branden,,POINT(2611608.756875105 1267246.1797478334),1592,end
49789,P09953,crucis herbst,hafner,POINT(2611060.345455487 1267355.3430737508),1461,start
49790,P09953,crucis herbst,,POINT(2611210.086164933 1267578.2913410913),1461,end
49791,P09954,Meinrad Groben,schuhmacher,POINT(2611329.636028094 1267170.8270554747),1683,start
49792,P09954,Meinrad Groben,,POINT(2611325.2930335696 1267174.6259057096),1683,end
49793,P09955,Emanuel Weiss,büchsenschäfter,POINT(2611329.636028094 1267170.8270554747),1683,start
49794,P09955,Emanuel Weiss,,POINT(2611334.6649472862 1267157.820265856),1690,end
49795,P09956,Hanns Uberlinger,kaplan,POINT(2611263.087233063 1267576.7622546235),1507,start
49796,P09956,Hanns Eberlinger,kaplan|schaffner,POINT(2611531.2935751546 1267051.2316468142),1507,end
49797,P09957,Lorentz Gürtler,,POINT(2611021.8200018057 1267310.7482992774),1610,start
49798,P09957,Lorentz Gürtler,,POINT(2611032.317844916 1267324.1543482535),1610,present
49799,P09957,Lorentz . Gürtler,,POINT(2611022.8273601797 1267332.9343382155),1610,present
49800,P09957,Lorentz Gürtler,,POINT(2611021.8200018057 1267310.7482992774),1656,end
49801,P09958,Heinrich Amman,setzer,POINT(2611247.572083553 1267205.7344531578),1575,start
49802,P09958,Heinrich Amman,steinbesetzer,POINT(2611265.591142779 1267220.7788602281),1592,present
49803,P09958,Heinrich Oman,besetzer,POINT(2611265.591142779 1267220.7788602281),1593,present
49804,P09958,Heinrich Amman,steinbesetzer,POINT(2611265.591142779 1267220.7788602281),1594,present
49805,P09958,Heinrich Amman,,POINT(2611247.572083553 1267205.7344531578),1594,end
49806,P09959,Cunen von Ramsten,,POINT(2611990.350353615 1266983.701946969),1400,start
49807,P09959,Cuonen von Ramstein,,POINT(2611996.204156659 1266992.7971227784),1400,present
49808,P09959,Cuonen von Ramstein,,POINT(2612000.129401494 1266999.2921791635),1400,present
49809,P09959,Cunen von Ramstein,,POINT(2612004.207935262 1267005.3993145053),1400,end
49810,P09960,Ursel Fischmacherin,,POINT(2611291.8635758166 1267221.4850099862),1511,start
49811,P09960,Ursel Fischmacherin,,POINT(2611291.064279269 1267225.241703761),1531,end
49812,P09961,Rudolf Battier,,POINT(2611171.726448747 1267490.5288995358),1690,start
49813,P09961,Rudolf Battier,,POINT(2611242.4067975064 1267632.686474769),1696,end
49814,P09962,Jacob Leugweiler,,POINT(2611566.8589975815 1267841.136413532),1598,start
49815,P09962,Jacob Leugweiler,,POINT(2611566.8589975815 1267841.136413532),1603,present
49816,P09962,Jacob Leugweiler,,POINT(2611563.652055286 1267920.7902013897),1655,present
49817,P09962,Jacob Leugweyller,,POINT(2611563.652055286 1267920.7902013897),1656,end
49818,P09963,Mathys von Waltpach,,POINT(2611010.7725778786 1267628.939021783),1438,start
49819,P09963,Mathys von Waltpach,,POINT(2611184.376508192 1267634.6402923772),1438,present
49820,P09963,Mathys von Waltpach,spitalmeister,POINT(2611298.9354178403 1267168.182188642),1447,present
49821,P09963,Mathys von Waltpach,,POINT(2611149.0911224466 1267720.8395883876),1450,end
49822,P09964,Claus Schneli,,POINT(2611370.8155746795 1267242.764765908),1529,start
49823,P09964,Claus Schnell,,POINT(2611231.1927060513 1267034.6798672115),1557,present
49824,P09964,Claus Schnell,,POINT(2611231.1927060513 1267034.6798672115),1560,present
49825,P09964,Claus Schnell,,POINT(2611231.1927060513 1267034.6798672115),1583,end
49826,P09965,Johann Eckhensteins,,POINT(2611255.7888959716 1267676.611482685),1619,start
49827,P09965,Johann Eckhensteins,,POINT(2610910.203065616 1268209.115707023),1631,present
49828,P09965,Johann Eckhensteins,,POINT(2610890.0631758557 1268240.57456306),1638,present
49829,P09965,Johann Eckhensteins,,POINT(2610890.0631758557 1268240.57456306),1639,end
49830,P09966,Theodor Ryff,,POINT(2611469.7071554 1266691.55547162),1660,start
49831,P09966,Theodor Ryff,,POINT(2611399.262360158 1267277.8558327197),1662,present
49832,P09966,Theodor Ryff,,POINT(2611399.262360158 1267277.8558327197),1663,end
49833,P09967,Friederich Eglinger,apotheker,POINT(2611235.2713564048 1267514.1955699252),1644,start
49834,P09967,Friedrich Eglinger,apotheker,POINT(2611318.367079441 1267349.3598944775),1650,present
49835,P09967,Fridrich Eglinger,apotheker,POINT(2612019.450937193 1267064.8118864263),1658,present
49836,P09967,Friederich Eglinger,apotheker,POINT(2611287.402799284 1267253.9846876576),1659,present
49837,P09967,Friederich Eglinger,apotheker,POINT(2611399.262360158 1267277.8558327197),1663,end
49838,P09968,Martin Ristler,schneider,POINT(2611151.016096708 1267475.617722887),1524,start
49839,P09968,Martin Rystler,schneider,POINT(2611151.371805644 1267472.2109635908),1524,end
49840,P09969,Conrad Beckelt,koch,POINT(2611232.1718014968 1267624.0050553447),1530,start
49841,P09969,Conrad Beckelt,koch,POINT(2611281.9863638678 1267451.4916674045),1530,end
49842,P09970,Jacob Würtzen,fuhrmann,POINT(2611973.148925363 1267121.6884917272),1603,start
49843,P09970,Jacob Würtzen,,POINT(2611798.6708727186 1267685.6207785467),1665,present
49844,P09970,Jacob Würtzen,,POINT(2611791.7698363075 1267693.230650489),1665,end
49845,P09971,Hans Schuchmacher,,POINT(2611973.148925363 1267121.6884917272),1603,start
49846,P09971,Hans Schumacher,,POINT(2611963.575697153 1267120.0360337913),1604,present
49847,P09971,Schuhmacher Hanss,,POINT(2611049.5070481873 1267362.2711713389),1610,present
49848,P09971,Hanss Schuhmacher,,POINT(2611958.283953532 1267118.5223553965),1610,end
49849,P09972,Conrat Sugis,,POINT(2611403.264663739 1267270.8391355416),1492,start
49850,P09972,Conrat Sugis,büchsenmeister,POINT(2611838.509715132 1267123.1183352936),1495,end
49851,P09973,Hanns Heinrich Munzinger,,POINT(2611567.7136283624 1267704.9579501613),1692,start
49852,P09973,Hanns Heinrich Munzinger,kübler,POINT(2611535.62758309 1267973.344209149),1692,end
49853,P09974,Lienhardt Steinhauser,,POINT(2610863.3394819517 1267774.3077851445),1598,start
49854,P09974,Lienhardt Steinhauser,,POINT(2611591.2781916712 1267678.2527224233),1624,present
49855,P09974,Lienhardt Steinhauser,,POINT(2611591.2781916712 1267678.2527224233),1653,end
49856,P09975,Niclaus Strüben,,POINT(2611266.867504528 1267182.1500532161),1682,start
49857,P09975,Niclaus Strübin,,POINT(2611061.204713186 1267509.3271033228),1686,present
49858,P09975,Niclaus Strübin,,POINT(2611061.204713186 1267509.3271033228),1689,end
49859,P09976,Peter Hindtenlang,schwarzfärber,POINT(2611183.579698796 1267012.1185119124),1675,start
49860,P09976,Peter hindenlang,schwarzfärber,POINT(2611266.867504528 1267182.1500532161),1682,present
49861,P09976,Peter Hindenlang,schwarzfärber,POINT(2611195.8513334612 1267243.8084498066),1682,end
49862,P09977,Hans Fris,hutmacher,POINT(2611231.5735185705 1267609.8028183696),1579,start
49863,P09977,Hans Fries,,POINT(2611292.366588608 1267316.4546003365),1585,end
49864,P09978,Joder Zwilchenbart,,POINT(2611600.5230751443 1267647.0725992115),1520,start
49865,P09978,Joder Zwilchenbart,,POINT(2611600.5230751443 1267647.0725992115),1521,present
49866,P09978,Zwilchenbart Joder,,POINT(2611604.9583465946 1267641.211537844),1522,present
49867,P09978,Zwilchenbart Joder,,POINT(2611610.664613045 1267635.6356183111),1524,end
49868,P09979,hüglin Kelman,rebmann,POINT(2611953.255801553 1267625.0664159362),1437,start
49869,P09979,Hüglin Kelman,rebknecht,POINT(2611824.0950121745 1267639.3092098879),1438,end
49870,P09980,Heinrich Scheltners,,POINT(2611265.1966408785 1266854.812694516),1493,start
49871,P09980,Heinrich Scheltners,weber,POINT(2611261.7661087043 1266848.5493202289),1502,present
49872,P09980,Heinrich Scheltners,bader,POINT(2611386.2379274573 1267180.0171266156),1509,end
49873,P09981,Jacob Wasserman,wollweber,POINT(2611044.5546364803 1267360.1061525438),1648,start
49874,P09981,Jacob Wassermann,wollweber,POINT(2611262.2703777086 1267058.3690222255),1663,present
49875,P09981,Jacob Wassermann,wollweber,POINT(2611081.394954074 1267363.457500399),1669,present
49876,P09981,Jacob Wassermann,,POINT(2611150.3985230844 1267647.5958049134),1692,present
49877,P09981,Jacob Wassermann,wollweber,POINT(2611150.3985230844 1267647.5958049134),1693,present
49878,P09981,Jacob Wassermann,wollweber,POINT(2611150.3985230844 1267647.5958049134),1697,end
49879,P09982,Lienhart Schilling,,POINT(2610930.4019010863 1268203.7104438907),1461,start
49880,P09982,Lienhart Schilling,,POINT(2610930.4019010863 1268203.7104438907),1469,present
49881,P09982,Lienhart Schilling,,POINT(2610930.4019010863 1268203.7104438907),1477,present
49882,P09982,Lienhart schilling,,POINT(2611191.571314775 1267678.3645423676),1481,end
49883,P09983,Henni Bertschis,,POINT(2611051.152698329 1267352.3902570682),1406,start
49884,P09983,Henni Bertschis,,POINT(2611152.873445645 1267270.5822155203),1439,end
49885,P09984,Hans Grimm,,POINT(2611253.536579162 1267380.919730851),1588,start
49886,P09984,Hans Grimmen,hutmacher,POINT(2611301.8955865046 1267125.847024388),1608,present
49887,P09984,Hanns Grimmen,,POINT(2611301.8955865046 1267125.847024388),1630,present
49888,P09984,Hanns Grimmen,hutmacher,POINT(2611301.8955865046 1267125.847024388),1631,end
49889,P09985,Ennelin Gerhartin,,POINT(2611195.5957002277 1267435.4230533908),1442,start
49890,P09985,Ennelin Gerhartin,,POINT(2611222.596001329 1267460.945237481),1459,end
49891,P09986,Sattler von Reinach,,POINT(2611158.1161518362 1267578.7153930939),1610,start
49892,P09986,Sattler von Reinach,,POINT(2611158.2164893234 1267575.6706013628),1610,end
49893,P09987,Fridrich Fritschin,glaser,POINT(2611087.5142403566 1267375.0479404065),1670,start
49894,P09987,Fridrich Fritschin,glaser,POINT(2611087.5142403566 1267375.0479404065),1677,present
49895,P09987,Fridrich Fritschin,glaser,POINT(2611087.5142403566 1267375.0479404065),1680,present
49896,P09987,Fridrich Fritschin,schuhmacher,POINT(2611728.2915910985 1267763.091557863),1683,present
49897,P09987,Fridrich Fritschin,schuhmacher,POINT(2611728.2915910985 1267763.091557863),1685,present
49898,P09987,Fridrich Fritschin,schuhmacher,POINT(2611728.2915910985 1267763.091557863),1686,end
49899,P09988,Hanns Wernher Fryg,,POINT(2611499.2694626846 1266864.364570954),1541,start
49900,P09988,Hanns Wernher Fryg,,POINT(2611504.2260300615 1266877.6684566417),1541,present
49901,P09988,Hanns Wernher Frig,,POINT(2611327.7662786627 1267353.3386200275),1544,present
49902,P09988,Hanns Wernher Fryg,,POINT(2611330.89934507 1267354.6648618774),1545,present
49903,P09988,Hanns Wernher Fryg,,POINT(2611499.2694626846 1266864.364570954),1546,present
49904,P09988,Hanns Wernher Fryg,,POINT(2611504.2260300615 1266877.6684566417),1546,present
49905,P09988,Hanns Wernher Fryg,,POINT(2611232.8107390585 1266835.7529939236),1547,end
49906,P09989,Thiebolten Wenckh,,POINT(2611499.2694626846 1266864.364570954),1546,start
49907,P09989,Thiebolten Wenckh,,POINT(2611504.2260300615 1266877.6684566417),1546,end
49908,P09990,Andresen Wenntichum,,POINT(2611499.2694626846 1266864.364570954),1546,start
49909,P09990,Andresen Wenntichum,,POINT(2611504.2260300615 1266877.6684566417),1546,present
49910,P09990,Andresen Wentikun,,POINT(2611504.2260300615 1266877.6684566417),1550,present
49911,P09990,Andresen Wentikum,,POINT(2611499.2694626846 1266864.364570954),1550,end
49912,P09991,Baptisten Gengenbach,,POINT(2611499.2694626846 1266864.364570954),1546,start
49913,P09991,Baptisten Gengenbach,,POINT(2611504.2260300615 1266877.6684566417),1546,present
49914,P09991,Baptisten Gengenbach,,POINT(2611504.2260300615 1266877.6684566417),1550,present
49915,P09991,Baptisten Gengenbach,,POINT(2611499.2694626846 1266864.364570954),1550,end
49916,P09992,Alexander Leichten,weissbeck,POINT(2611562.931627996 1266994.4346502458),1607,start
49917,P09992,Alexander Leucht,,POINT(2611775.886168995 1267129.3054276435),1610,present
49918,P09992,Alexander Leucht,weissbeck,POINT(2611775.886168995 1267129.3054276435),1625,end
49919,P09993,Oswald Nollen,,POINT(2611775.886168995 1267129.3054276435),1625,start
49920,P09993,Oswald Nollen,,POINT(2611781.489778052 1267128.7778452293),1660,end
49921,P09994,Cunrat Stamlers,,POINT(2611431.447870752 1267176.903818604),1412,start
49922,P09994,Cunrat Stamlers,,POINT(2610939.5707867905 1267965.6490833624),1412,end
49923,P09995,Hartmann Zobrist,,POINT(2611107.659015674 1267818.6863157903),1690,start
49924,P09995,Hardtmann Zobrist,lebküchler,POINT(2611104.5525375213 1267824.6930764548),1693,end
49925,P09996,Jorg Schongower,goldschmied,POINT(2610761.850666823 1267819.4864189932),1494,start
49926,P09996,Jorg Schengower,goldschmied,POINT(2611225.22511134 1267614.4980098025),1494,end
49927,P09997,Claus Marzach,tischmacher,POINT(2611241.790854701 1267216.6791345675),1534,start
49928,P09997,Claus Marpach,tischmacher,POINT(2611238.2283401713 1267306.23718489),1545,present
49929,P09997,Claus Marbach,scherer,POINT(2611454.8866467234 1267174.9608192947),1578,present
49930,P09997,Claus Marbach,scherer,POINT(2611371.599798208 1267170.4020940997),1582,end
49931,P09998,Hug Schultheis,,POINT(2611491.3348970837 1267903.0592599346),1415,start
49932,P09998,Hug Schultheis,,POINT(2611235.2713564048 1267514.1955699252),1418,present
49933,P09998,hug Schultheis,,POINT(2611529.5807400947 1267079.5556184568),1419,end
49934,P09999,Hansen Binders,,POINT(2611611.155405031 1267914.955728794),1507,start
49935,P09999,Hansen Binders,schneider,POINT(2611123.389182832 1267686.6069281567),1579,end
49936,P10000,Theodor d . Urbar,,POINT(2611529.5243307883 1267818.6143544833),1401,start
49937,P10000,Theodor A Urbar,,POINT(2611618.3700455213 1267627.990351308),1403,present
49938,P10000,Theodor A . Urbar,,POINT(2611559.1040455527 1267850.851852614),1413,present
49939,P10000,Theodor d . Urbar,,POINT(2611629.3695428018 1267992.29588753),1454,end
49940,P10001,Claus Jungling,wirt,POINT(2611254.0475211227 1267444.1683880573),1420,start
49941,P10001,Claus Jungling,,POINT(2611254.0475211227 1267444.1683880573),1422,present
49942,P10001,Claus Jüngling,,POINT(2611838.509715132 1267123.1183352936),1431,present
49943,P10001,Claus Jungling,,POINT(2611892.920691345 1266846.5554764057),1437,present
49944,P10001,Claus Jungling,,POINT(2611539.7629737947 1267059.8746743677),1437,present
49945,P10001,Claus Jungling,,POINT(2611539.7629737947 1267059.8746743677),1438,end
49946,P10002,Bernhard Hellmer,,POINT(2611637.691457128 1267867.4626223394),1674,start
49947,P10002,Bernhard Hellmer,maurer,POINT(2611643.316538037 1267867.2476439122),1678,end
49948,P10003,Christoph Stupanns,,POINT(2611377.40553043 1267219.4260731533),1665,start
49949,P10003,Christoph Stupanus,,POINT(2611559.7345327176 1267829.82938086),1686,end
49950,P10004,Adam Erni,schindler,POINT(2611501.945736166 1267791.3786656684),1559,start
49951,P10004,Adam Erni,,POINT(2611650.6001381 1266861.174767401),1631,end
49952,P10005,Ursel Rotin,,POINT(2611011.5633480344 1268011.7104859732),1403,start
49953,P10005,Ursel Rotin,,POINT(2611225.22511134 1267614.4980098025),1422,present
49954,P10005,Ursel Rotin,,POINT(2610882.2792160823 1267392.0638275524),1426,present
49955,P10005,Ursel Rotin,,POINT(2610882.2792160823 1267392.0638275524),1431,end
49956,P10006,Dorothea Hertysin,,POINT(2611159.33738082 1267404.9359966167),1540,start
49957,P10006,Dorothea Hertysin,,POINT(2611171.726448747 1267490.5288995358),1551,end
49958,P10007,Elsi Sporerin,,POINT(2611158.1161518362 1267578.7153930939),1418,start
49959,P10007,Elsi sporerin,,POINT(2611159.3660699786 1267592.4276680811),1419,end
49960,P10008,Hanns Reglins,kürschner,POINT(2610935.5150646954 1267329.7556472106),1491,start
49961,P10008,Hanns Reglins,kürschner,POINT(2611137.1237903484 1267434.135293966),1491,end
49962,P10009,Jacob Gebler,schmied,POINT(2611231.5735185705 1267609.8028183696),1415,start
49963,P10009,Jacob Gebler,schneider,POINT(2611329.2210039706 1267398.1193884688),1415,present
49964,P10009,Jacob Gebler,schneider,POINT(2611329.2210039706 1267398.1193884688),1421,present
49965,P10009,Jacob Gebler,schneider,POINT(2611329.2210039706 1267398.1193884688),1423,present
49966,P10009,Jacob Gebler,,POINT(2611609.359620615 1267040.3997676533),1424,present
49967,P10009,Jacob Geblers,,POINT(2611597.7522920514 1266975.5604849467),1431,present
49968,P10009,Jacob Geblers,,POINT(2611597.7522920514 1266975.5604849467),1432,present
49969,P10009,Jacob Geblers,,POINT(2611597.7522920514 1266975.5604849467),1436,present
49970,P10009,Jacob Geblers,,POINT(2611597.7522920514 1266975.5604849467),1437,end
49971,P10010,Hanns Peter Hoschen,hutmacher,POINT(2611044.5546364803 1267360.1061525438),1637,start
49972,P10010,Peter Hanns Hoschen,,POINT(2611127.628722084 1267700.871659469),1677,end
49973,P10011,Gerson Schnider,weissgerber,POINT(2611311.2534490265 1267201.735435218),1584,start
49974,P10011,Gerson Schnider,,POINT(2611311.2534490265 1267201.735435218),1590,present
49975,P10011,Gerson Schneider,weissgerber,POINT(2610788.427005432 1267808.8894369525),1638,present
49976,P10011,Gerson Schneider,weinschenk,POINT(2611311.2534490265 1267201.735435218),1654,end
49977,P10012,Anni Meyer,,POINT(2610938.94628305 1268188.0944482766),1610,start
49978,P10012,Anni Meyer,,POINT(2610925.0793903368 1268214.5791094739),1610,present
49979,P10012,Anni Meyer,,POINT(2610930.4019010863 1268203.7104438907),1610,end
49980,P10013,Lorentz . L . Ruch,,POINT(2610938.94628305 1268188.0944482766),1610,start
49981,P10013,Lorentz . L . Ruch,,POINT(2610930.4019010863 1268203.7104438907),1610,end
49982,P10014,Conrad Brändlin,schneider,POINT(2611490.807121204 1267136.0755090185),1624,start
49983,P10014,Conrad Brändlin,schneider,POINT(2611490.807121204 1267136.0755090185),1637,present
49984,P10014,Conrad Brendlin,schneider,POINT(2611490.807121204 1267136.0755090185),1641,present
49985,P10014,Conrad Brendlin,buchbinder,POINT(2611112.1827860232 1267498.5991472139),1661,present
49986,P10014,Conrad Brendlin,buchbinder,POINT(2611112.1827860232 1267498.5991472139),1663,present
49987,P10014,Conrad Brändlin,buchbinder,POINT(2611112.1827860232 1267498.5991472139),1679,end
49988,P10015,Clausen Boumgarter,schneider,POINT(2611817.6279394976 1267111.1174168622),1503,start
49989,P10015,Clausen Bomgarter,schneider,POINT(2610790.152274784 1267362.170648946),1510,present
49990,P10015,Clausen Bomgarter,,POINT(2611153.087500517 1267485.9815303453),1518,end
49991,P10016,Theodor Richard,,POINT(2611202.6728325277 1267499.6706221516),1642,start
49992,P10016,Theodor Richard,,POINT(2611710.3924028384 1266817.7846448289),1662,end
49993,P10017,Rudolff Meygenberg,apotheker,POINT(2611172.936212512 1267500.5753595806),1428,start
49994,P10017,Rudolf Meygenberg,,POINT(2611287.387515149 1267247.0624995166),1436,present
49995,P10017,Rudolff Meygenberg,,POINT(2611172.936212512 1267500.5753595806),1449,end
49996,P10018,Hannsen Ebin,priester|kaplan,POINT(2611162.191585042 1267747.9937326056),1422,start
49997,P10018,Hanns Ebins,,POINT(2611244.299466237 1266853.5360120656),1478,end
49998,P10019,Clewi Mugg,müller,POINT(2611428.8783276505 1267871.6901306587),1460,start
49999,P10019,Claus Mug,,POINT(2611452.0878538974 1267870.5562244474),1507,end
